Rank,AdvRollNo,InsCode,BranchCode
963,2041467,123,4141
964,1025022,116,4130
965,6093289,106,5241
966,2014290,115,4109
967,1042018,123,4111
968,6118336,116,4107
969,2052154,102,4201
970,6135007,110,5227
971,6134124,106,4130
973,6038171,106,4133
974,6090100,104,5210
975,2014169,114,4134
976,6062252,116,4107
977,6032232,107,4117
978,6118297,101,4125
981,6136017,110,5207
983,1067040,115,4125
984,6020388,115,4125
985,4016590,112,4125
986,6040194,106,5281
987,6038198,106,4127
988,4012041,115,4125
989,2067124,116,4109
990,6087103,101,4109
991,6106055,110,5227
992,6083220,107,410B
993,6024142,122,4111
994,5010327,103,4125
995,6118211,104,4139
997,2004395,108,4125
998,3053143,104,4139
999,3034116,106,5243
1000,4034225,116,4107
1001,6099158,108,4125
1002,2050378,108,4125
1003,6137161,110,4132
1004,6124084,106,4130
1005,1008027,115,4124
1007,6080248,114,4134
1008,5002386,114,4109
1009,6115141,106,5208
1010,6124132,110,5601
1011,2056374,108,4125
1012,2058002,106,4133
1013,2033388,104,4139
1014,5041160,114,4107
1016,6091045,109,4123
1018,4006124,104,4139
1019,6098112,119,4125
1020,6099141,104,4139
1021,6108337,118,4111
1023,5064018,112,4125
1024,5048342,102,4201
1025,5044199,101,5287
1026,2054482,122,4111
1027,6134156,120,4125
1028,2059014,112,4125
1029,4006359,105,4128
1031,7022130,114,4107
1032,6095060,106,4133
1033,2040236,109,4123
1034,5044357,114,4134
1036,2050149,121,4125
1037,2043082,122,4109
1039,6085002,121,4125
1040,5047209,120,4125
1040,6115211,106,4202
1044,6088498,123,4125
1045,2034160,109,4103
1046,6127001,106,4102
1047,2043385,120,4109
1049,3049017,101,5285
1051,3001004,120,4109
1052,5046119,101,4111
1054,6091068,116,4130
1056,4016232,116,5223
1057,2061060,109,4103
1058,6137218,101,5284
1059,6022062,123,4125
1060,2014070,110,5602
1061,6124090,114,4134
1062,2048335,106,4102
1064,2076175,117,4125
1065,5063390,106,5247
1069,2054097,110,5207
1071,4021435,115,4107
1072,6077023,114,4111
1073,6017422,106,4102
1075,2068221,114,4111
1077,7006035,117,4117
1079,5058429,101,4125
1080,2069156,113,4107
1081,5011159,110,5207
1082,3055316,118,4125
1083,7022065,109,4123
1084,6080025,114,5305
1088,6118376,114,4107
1090,2003163,108,4107
1091,6075045,112,4107
1093,6109226,104,4139
1094,2052352,118,4125
1095,6115198,123,4125
1096,6122028,116,4109
1098,6098287,106,4102
1099,7016189,115,4127
1100,2059382,116,4130
1101,6058060,117,4117
1102,2074042,102,4202
1103,3007047,106,5247
1105,6118169,104,4192
1108,6077224,106,5248
1109,6092280,109,4205
1110,1041261,105,4128
1111,3003144,117,4194
1112,2015532,122,4125
1114,7047076,109,4204
1115,6090393,105,4128
1116,2056201,118,4125
1118,5044439,121,4111
1120,1040154,123,4111
1122,3005072,117,4194
1123,6075025,112,4107
1124,6091203,106,5251
1126,6109173,112,4208
1127,6130136,104,4136
1128,2015431,122,4125
1130,2052278,121,4107
1131,2025133,113,5608
1132,6096091,106,4202
1135,6124095,113,5607
1139,2048148,113,4194
1141,5003438,113,5608
1143,2072056,111,4107
1144,2070005,108,4143
1145,4008347,108,4107
1148,7045339,122,4107
1151,6123023,116,4126
1152,5063345,118,4111
1153,6134062,116,4130
1154,2044482,111,4107
1157,4009214,116,5267
1158,4006202,113,4125
1159,3003619,113,4194
1163,6123139,106,5203
1164,5026007,106,4201
1165,6117023,114,4189
1166,6023063,106,5247
1167,2060508,116,5267
1168,6089214,113,4194
1170,2014186,104,4117
1171,2060307,116,4125
1173,6139163,105,4109
1174,6084204,106,4210
1175,6117089,116,4126
1180,5010153,116,4126
1182,3012120,112,4107
1183,2032429,103,4125
1184,6085169,116,4126
1185,2055365,117,4194
1186,6083267,117,4194
1187,6134244,114,4130
1189,6110084,109,4204
1192,2076313,122,4107
1193,6118113,106,4204
1195,6093403,112,4107
1197,3002032,114,4117
1198,5034287,114,4130
1199,4047004,114,4117
1200,6090055,117,4107
1201,5019115,104,4105
1202,6093185,113,4136
1203,1031193,106,5203
1205,6115097,114,4189
1206,7009119,121,4107
1207,6084186,114,4130
1208,6127034,112,4144
1212,6089263,116,4130
1213,3002059,109,4103
1217,6075056,122,4110
1219,3049055,114,4130
1222,4030075,114,4131
1223,6130159,115,4117
1224,2047289,116,4130
1228,6098171,113,5607
1230,6138145,118,4178
1233,4028140,111,4193
1234,4016492,116,4130
1237,6118217,117,4194
1238,2044237,122,4111
1239,6100022,102,520C
1240,6108374,104,4193
1241,1009011,106,5208
1246,6138160,120,4111
1247,6122086,106,5101
1248,6136006,117,4107
1250,5010061,114,4125
1251,6106022,114,4130
1253,6092353,123,4117
1254,5010372,114,4130
1255,2070501,103,4109
1259,6133244,116,4125
1263,3001062,106,5203
1264,4064059,123,410D
1268,4016105,114,4119
1269,6108059,101,4127
1270,6083290,115,4127
1271,6118360,118,4178
1272,3002053,112,4127
1273,5037244,106,5251
1274,6121066,116,5247
1275,5061420,106,5239
1276,6076027,106,4210
1277,7047064,113,5303
1278,6076208,102,4201
1279,6084225,110,5227
1280,6099139,108,4193
1281,6041449,116,4106
1285,6109227,113,4194
1288,6083192,113,5302
1289,6128085,116,5240
1290,2071218,114,4131
1292,6080146,106,4209
1297,2038029,106,5101
1299,5010114,103,4117
1303,6101025,106,4204
1304,7020148,116,4107
1305,6026104,114,4131
1306,6137062,114,4189
1307,2052075,108,4143
1308,2043026,108,4193
1310,3010112,116,5204
1311,2076217,103,4117
1314,5022087,109,4205
1316,6075037,112,4117
1317,3011199,112,4109
1318,4019271,116,5291
1319,3003430,111,4193
1321,1018590,116,5232
1322,1006006,116,5240
1326,6138069,106,4122
1327,3003622,106,4204
1332,1055434,105,4125
1333,6083297,108,4193
1334,6082290,112,4127
1336,6139167,112,4127
1338,4060206,116,4106
1339,6079398,110,5601
1341,3002244,113,5303
1344,1089020,116,4173
1347,6024171,116,5101
1349,6004055,114,4119
1351,6088344,116,5204
1352,3002172,117,4108
1354,5007133,114,4119
1355,6004146,112,4117
1357,6115268,101,5243
1362,2038014,109,4202
1363,6133066,115,4125
1364,5063039,109,4123
1365,6109170,122,4193
1366,4006137,122,4193
1367,3033015,116,4106
1370,1026114,120,4109
1372,5047365,121,4125
