Rank,AdvRollNo,InsCode,BranchCode
5,6104200,102,4110
6,1019052,102,4110
7,1022029,102,4110
8,6219006,102,4110
9,4008335,102,4110
10,6203132,102,4110
11,6110053,102,4110
13,6111129,102,4110
14,3067073,104,4110
15,6105054,102,4110
16,6227001,102,4110
17,1028011,102,4110
18,4015043,102,4110
20,6214002,102,4111
21,5040103,104,4110
22,5019054,110,4110
23,6063041,104,4110
24,6223227,104,4110
25,6041034,110,4110
26,4010037,104,4110
27,6098276,110,4110
28,5052060,104,4110
29,6222075,110,4110
31,7084092,109,4110
32,5006216,104,4110
33,6218026,110,4110
35,6104341,110,4110
36,1091086,109,4110
37,6092015,110,4110
38,4116025,109,4110
39,4003138,109,4110
40,7091089,109,4110
41,3007021,109,4110
42,6050031,106,4110
43,2031198,104,5216
44,2064103,109,4110
45,5041001,109,4110
46,6074025,109,4110
47,6057055,106,4110
49,3044080,106,4110
50,2108179,113,4110
51,7029013,106,4110
52,7009239,104,4124
53,4024097,106,4110
54,1142179,102,4111
55,6050012,113,4110
56,6057411,104,5216
57,5012080,104,5216
58,7014189,104,4124
59,5025102,113,4110
60,6087237,102,4111
61,1004144,113,4110
62,6217028,113,4110
63,6039055,113,4110
64,6053100,107,4110
65,6087199,102,4110
66,2086046,113,4110
67,6040012,113,4110
68,4105003,106,5216
69,4060043,102,4111
70,6208043,113,4110
71,1006020,102,4110
72,6072035,107,4110
73,6105099,102,4111
75,7072397,104,4124
76,2081214,104,4124
77,7026267,104,4124
78,7032107,104,4124
79,6092084,106,5216
80,2106048,102,4111
82,6072005,117,4110
83,3013247,117,4110
84,5096035,106,5216
85,6076231,117,4110
86,4125080,104,4110
87,6108133,102,4111
88,7089056,104,4124
89,7008260,106,5216
90,2084076,104,5254
91,6069136,107,4110
92,6042052,117,4110
93,1119335,107,4110
95,1088033,117,4110
96,6008007,110,4111
97,5056192,106,5216
98,6042019,117,4110
99,6032012,104,5254
100,4041137,117,4110
101,6204123,104,4111
102,4032032,117,4110
103,5045070,104,4110
105,2019007,104,4111
106,4107081,116,4110
107,7078215,104,4111
108,4008113,102,5217
109,5044089,116,4110
110,5009020,110,4111
111,4001529,104,4111
112,1144064,105,4110
113,3038417,104,4111
114,6215127,110,4111
115,7085256,116,4110
116,4120066,116,4110
117,5054018,104,4111
118,1019001,104,4111
119,4001404,104,4111
120,4009148,104,4111
121,7017013,102,5217
122,3030137,104,4112
123,6004068,106,4115
124,6093092,110,4111
125,7058034,109,4203
126,3069059,117,4124
127,1101396,102,4125
128,6104180,116,4110
129,5024242,106,4115
130,6037075,116,4110
131,5028055,102,4117
132,3017065,110,4111
133,3017116,116,4110
135,7026117,105,4110
136,6057474,105,4110
137,4016063,107,4185
138,7016087,113,4114
139,2076853,102,5217
140,4009291,110,4111
141,7067060,106,4115
142,1103004,102,4125
143,6013024,107,4185
144,1035019,111,4110
145,4026009,102,5217
146,7028098,102,4125
147,2044110,105,4110
148,4062037,104,4112
149,2108164,117,4124
150,6196132,110,4111
151,2015059,117,4124
152,1013007,104,4112
155,6015027,110,4110
156,7008046,109,4111
157,7016094,109,4111
158,7035277,104,4192
159,4018064,113,4114
160,6247029,106,4115
161,2076031,117,4124
162,2076610,111,4110
163,3054122,109,4111
164,6088010,110,4110
166,2031056,106,4115
167,6059081,102,4110
168,2015143,113,4114
169,6219065,110,4111
170,1081041,104,4112
171,7016012,117,4124
172,4010246,113,4114
173,6070036,107,4124
174,6022007,104,4192
175,5040182,102,4125
176,6007103,106,5216
177,1161059,104,4112
179,6121004,110,4111
180,1004085,102,5217
181,1024136,110,4111
183,6095073,107,4124
184,6045113,106,4115
185,6033015,109,4110
186,4007194,109,4111
187,3044238,109,4203
188,6087170,110,4111
189,2034149,113,4114
190,7053124,113,4114
191,2030132,106,4115
193,6096202,109,4111
194,5054188,106,4111
196,6188196,102,5217
197,4015331,102,5217
198,4013014,102,4206
199,5007024,117,4114
200,4007235,116,5254
201,2100014,109,4203
202,1038189,110,4111
203,1004242,109,4111
204,4024149,113,4114
205,6187030,113,4114
206,1007056,102,4125
207,6108078,113,4114
208,6204112,117,4114
210,2117019,109,4111
212,2076896,109,4203
213,6073043,109,4110
214,6229157,107,4111
215,4010228,116,5216
216,1018087,111,4110
217,1088042,109,4203
218,4126101,116,5216
219,7083345,109,4111
220,2090292,117,4114
221,4024030,102,4125
222,6213113,106,5506
223,7068006,109,4111
224,6188329,109,4111
225,5026080,109,4111
226,6089017,117,4114
227,4008234,109,4111
228,6013060,117,4114
229,6062004,117,4114
230,7039157,109,4111
232,6269097,106,5506
234,5013086,109,4111
235,2051076,113,4111
236,4009188,116,5254
239,4053078,106,4111
240,6004049,106,4111
241,6039010,113,4110
242,4123050,112,4110
243,4008431,102,4125
244,5083079,102,4125
245,2087080,113,4111
246,6091089,106,4111
247,1170086,115,4110
248,2081143,104,4125
249,6085102,101,4110
250,2047162,106,4111
251,1098046,102,4125
252,6003040,101,4110
254,1021123,102,4125
256,4130075,106,4111
257,7028103,106,4111
258,1032179,102,4125
259,6087028,113,4111
260,4085032,113,4111
262,1157344,102,4125
263,1039215,109,4110
265,6223018,101,4110
266,2088061,106,5506
267,6190429,107,4110
270,2069229,113,4111
272,3046135,106,5506
273,7032526,104,4117
275,7050050,104,4125
278,1004178,102,4125
279,6191075,107,4185
280,2077418,117,4114
281,1137034,113,4111
282,2100269,101,4110
283,2053002,115,4110
284,7026079,104,4125
285,1169054,102,5235
286,6230098,117,4114
287,4073173,116,5254
288,5051015,116,4113
289,1179189,102,4125
290,2076044,115,4110
291,2026058,104,4192
292,1020004,115,4110
293,7090081,116,5254
294,2055213,106,5225
295,4073058,113,4111
296,6025049,115,4124
298,3047133,113,4111
300,7009189,104,5216
301,6087242,114,4110
302,7016026,104,4125
303,6037033,104,4125
305,3031233,104,4125
306,3031063,115,4110
307,2114265,104,4124
308,4007132,113,4111
309,6093036,104,4107
310,3052121,106,5506
311,3031140,117,4116
313,6246015,113,4111
